"PMN.CD49d.24h.Veh"	"PMN.CD49d.24h.PAF"	"Mono.CD11b.24h.Veh"	"Mono.CD11b.24h.PAF"	"Mono.CD162.24h.Veh"	"Mono.CD162.24h.PAF"	"Platelet.CD63.24h.Veh"	"Platelet.CD63.24h.PAF"	"Mono.CD49d.24h.Veh"	"Mono.CD49d.24h.PAF"	"Platelet.CD62P.24h.Veh"	"Platelet.CD62P.24h.PAF"
"RvD1"	0.89632878221992	0.504953928127991	0.853202019003968	0.973500878942063	0.947819565709534	0.965068625480083	0.604647741034771	0.571122607582481	0.737059179834683	0.979919062238992	0.57858958902565	0.66300375829249
"AT.RvD1"	0.803271818465153	0.818338829082089	0.879478758544722	0.973500878942063	0.947819565709534	0.987950667602643	0.267523683978862	0.241326541324763	0.952961984205367	0.979919062238992	0.940087123816388	0.66300375829249
"RvD2"	0.564645128884763	0.611672041481	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.267523683978862	0.0865147199766515	0.952961984205367	0.979919062238992	0.57858958902565	0.613345724638585
"RvD3"	0.723188393886174	0.779782292170936	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.314217650668979	0.379816935317316	0.952961984205367	0.979919062238992	0.95583886490317	0.66300375829249
"AT.RvD3"	0.441226539968797	0.818338829082089	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.267523683978862	0.280814271124569	0.952961984205367	0.979919062238992	0.95583886490317	0.66300375829249
"RvD4"	0.89632878221992	0.818338829082089	0.853202019003968	0.973500878942063	0.947819565709534	0.965068625480083	0.267523683978862	0.754527135931036	0.737059179834683	0.979919062238992	0.57858958902565	0.66300375829249
"RvD5"	0.353175509413552	0.504953928127991	0.853202019003968	0.973500878942063	0.947819565709534	0.965068625480083	0.604647741034771	0.842670723597096	0.979919062238992	0.979919062238992	0.57858958902565	0.66300375829249
"RvD6"	0.415092081604167	0.504953928127991	0.23067469684029	0.973500878942063	0.947819565709534	0.987950667602643	0.408218135547098	0.280814271124569	0.979919062238992	0.979919062238992	0.852051988918463	0.731856175549018
"PD1"	0.564645128884763	0.36680931090655	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.604647741034771	0.479398751897737	0.979919062238992	0.979919062238992	0.735563922118188	0.66300375829249
"PDx"	0.353175509413552	0.36680931090655	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.314217650668979	0.357853611999523	0.952961984205367	0.979919062238992	0.57858958902565	0.66300375829249
"AT.PD1"	0.744127377659231	0.795200166702553	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.457977991652111	0.241326541324763	0.952961984205367	0.979919062238992	0.940087123816388	0.731856175549018
"X22.OH"	0.782364212409241	0.636182383486909	0.825651838769226	0.973500878942063	0.881655729052037	0.987950667602643	0.604647741034771	0.607178212923153	0.952961984205367	0.979919062238992	0.822627653976544	0.66300375829249
"PCTR1"	0.89632878221992	0.698321499050937	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.656677347803088	0.479398751897737	0.952961984205367	0.979919062238992	0.57858958902565	0.66300375829249
"PCTR2"	0.723188393886174	0.504953928127991	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.267523683978862	0.304282019503411	0.952961984205367	0.979919062238992	0.95583886490317	0.707320304730636
"PCTR3"	0.723188393886174	0.818338829082089	0.825651838769226	0.973500878942063	0.947819565709534	0.972212473435452	0.927794840707501	0.571122607582481	0.737059179834683	0.979919062238992	0.940087123816388	0.66300375829249
"RvD1n.3.DPA"	0.744127377659231	0.779782292170936	0.825651838769226	0.973500878942063	0.947819565709534	0.972212473435452	0.267523683978862	0.241326541324763	0.952961984205367	0.979919062238992	0.940087123816388	0.731856175549018
"RvD2n.3.DPA"	0.803271818465153	0.818338829082089	0.879478758544722	0.973500878942063	0.947819565709534	0.965068625480083	0.267523683978862	0.541975632481655	0.722922148606224	0.979919062238992	0.57858958902565	0.66300375829249
"RvD5n.3DPA"	0.803271818465153	0.504953928127991	0.825651838769226	0.973500878942063	0.881655729052037	0.965068625480083	0.858137297571741	0.249808459508107	0.979919062238992	0.979919062238992	0.95583886490317	0.66300375829249
"PD1n.3DPA"	0.415092081604167	0.504953928127991	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.267523683978862	0.241326541324763	0.952961984205367	0.979919062238992	0.940087123816388	0.685588678941148
"PD2n.3.DPA"	0.89632878221992	0.504953928127991	0.879478758544722	0.973500878942063	0.947819565709534	0.965068625480083	0.927794840707501	0.241326541324763	0.952961984205367	0.979919062238992	0.799466135027788	0.752563757894635
"MaR1n.3DPA"	0.803271818465153	0.504953928127991	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.408218135547098	0.254695471630125	0.979919062238992	0.979919062238992	0.95583886490317	0.752563757894635
"MaR2n.3.DPA"	0.624894773373558	0.504953928127991	0.914104917467578	0.973500878942063	0.947819565709534	0.987950667602643	0.277848790713193	0.241326541324763	0.952961984205367	0.979919062238992	0.940087123816388	0.66300375829249
"RvE1"	0.322109536344285	0.504953928127991	0.825651838769226	0.973500878942063	0.947819565709534	0.965068625480083	0.604647741034771	0.92379469203492	0.979919062238992	0.979919062238992	0.940087123816388	0.66300375829249
"RvE2"	0.89632878221992	0.979919062238992	0.825651838769226	0.973500878942063	0.947819565709534	0.987950667602643	0.472033786220662	0.357853611999523	0.952961984205367	0.979919062238992	0.95583886490317	0.66300375829249
"RvE3"	0.415092081604167	0.504953928127991	0.832891796811665	0.973500878942063	0.947819565709534	0.987950667602643	0.267523683978862	0.249808459508107	0.952961984205367	0.979919062238992	0.57858958902565	0.66300375829249
